商品编码,商品名称,人民币
1,第1章 活动物,281931370
2,第2章 肉及食用...,697713437
3,第3章 鱼、甲壳...,5663151970
4,第4章 乳品；蛋...,439995043
5,第5章 其他动物...,1216643239
6,第6章 活树及其...,339276592
7,第7章 食用蔬菜...,6286663105
8,第8章 食用水果...,3131511808
9,第9章 咖啡、茶...,2342943458
10,第10章 谷物,549550972
11,第11章 制粉工业...,571535782
12,第12章 含油子仁...,2156180659
13,第13章 虫胶；树...,1296692618
14,第14章 编结用植...,190831068
15,动、植物或微生物油、...,2556423489
16,第16章 肉、鱼、...,6340064936
17,第17章 糖及糖食,1937290332
18,第18章 可可及可...,180692791
19,第19章 谷物、粮...,1628075833
20,第20章 蔬菜、水...,5111930792
21,第21章 杂项食品,3796653968
22,第22章 饮料、酒...,2239276115
23,第23章 食品工业...,2724768738
24,第24章 烟草、烟...,5302278759
25,第25章 盐；硫磺...,1875864790
26,第26章 矿砂、矿...,1928790087
27,第27章 矿物燃料...,32110306428
28,第28章 无机化学...,15485396419
29,第29章 有机化学...,50444842620
30,第30章 药品,7397006969
31,第31章 肥料,4326995619
32,第32章 鞣料浸膏...,6211952465
33,第33章 精油及香...,4372495035
34,第34章 肥皂、有...,4499065599
35,第35章 蛋白类物...,2725907364
36,第36章 炸药；烟...,657467031
37,第37章 照相及电...,819866470
38,第38章 杂项化学...,17918670640
39,第39章 塑料及其...,86837901837
40,第40章 橡胶及其...,20561094030
41,第41章 生皮（毛...,743454143
42,第42章 皮革制品...,23276534043
43,第43章 毛皮、人...,263628093
44,第44章 木及木制...,9857878610
45,第45章 软木及软...,29794393
46,第46章 稻草、秸...,951975977
47,第47章 木浆及其...,122666405
48,第48章 纸及纸板...,17737725923
49,第49章 书籍、报...,2284277013
50,第50章 蚕丝,429786214
51,第51章 羊毛、动...,1182395464
52,第52章 棉花,6614935894
53,第53章 其他植物...,752239295
54,第54章 化学纤维...,18206575535
55,第55章 化学纤维...,8615125313
56,第56章 絮胎、毡...,4999768888
57,第57章 地毯及纺...,2608018088
58,第58章 特种机织...,3858493453
59,第59章 浸渍、涂...,6058589771
60,第60章 针织物及...,15195360334
61,第61章 针织或钩...,42880307262
62,第62章 非针织或...,36955369398
63,第63章 其他纺织...,20225799420
64,第64章 鞋靴、护...,27407832453
65,第65章 帽类及其...,3278346326
66,第66章 雨伞、阳...,2306043201
67,第67章 已加工羽...,6762760897
68,第68章 石料、石...,7315393026
69,第69章 陶瓷产品,12891126301
70,第70章 玻璃及其...,15721246085
71,第71章 天然或养...,20526033809
72,第72章 钢铁,42905788315
73,第73章 钢铁制品,61847688685
74,第74章 铜及其制...,6988380645
75,第75章 镍及其制...,1216306426
76,第76章 铝及其制...,22438757857
78,第78章 铅及其制...,90817197
79,第79章 锌及其制...,96231505
80,第80章 锡及其制...,429196919
81,第81章 其他贱金...,3077484024
82,第82章 贱金属工...,14703484442
83,第83章 贱金属杂...,16298090756
84,第84章 核反应堆...,329994983930
85,第85章 电机、电...,518976983081
86,第86章 铁道及电...,10838570768
87,第87章 车辆及其...,132495184111
88,第88章 航空器、...,5239530378
89,第89章 船舶及浮...,32129778913
90,第90章 光学、照...,40732692650
91,第91章 钟表及其...,2810866927
92,第92章 乐器及其...,1296415738
93,第93章 武器、弹...,95390056
94,第94章 家具；寝...,78294187982
95,第95章 玩具、游...,43275093694
96,第96章 杂项制品,17755035608
97,第97章 艺术品、...,166299588
98,第98章 特殊交易...,49780061508
99,跨境电商B2B简化申...,656256171
