商品编码,商品名称,美元
1,第1章 活动物,44855087
2,第2章 肉及食用...,86367203
3,第3章 鱼、甲壳...,986439451
4,第4章 乳品；蛋...,61371887
5,第5章 其他动物...,166058987
6,第6章 活树及其...,46401376
7,第7章 食用蔬菜...,884569198
8,第8章 食用水果...,499415148
9,第9章 咖啡、茶...,320578254
10,第10章 谷物,97254154
11,第11章 制粉工业...,81134191
12,第12章 含油子仁...,201573835
13,第13章 虫胶；树...,261752157
14,第14章 编结用植...,20470581
15,动、植物或微生物油、...,310119399
16,第16章 肉、鱼、...,945816297
17,第17章 糖及糖食,237111389
18,第18章 可可及可...,44513012
19,第19章 谷物、粮...,215287221
20,第20章 蔬菜、水...,814676736
21,第21章 杂项食品,550044478
22,第22章 饮料、酒...,178309308
23,第23章 食品工业...,325735358
24,第24章 烟草、烟...,695439342
25,第25章 盐；硫磺...,400694293
26,第26章 矿砂、矿...,274663394
27,第27章 矿物燃料...,6769105102
28,第28章 无机化学...,3628988939
29,第29章 有机化学...,8267787858
30,第30章 药品,1176165390
31,第31章 肥料,1368164254
32,第32章 鞣料浸膏...,808686055
33,第33章 精油及香...,781865195
34,第34章 肥皂、有...,648709196
35,第35章 蛋白类物...,396795377
36,第36章 炸药；烟...,105292608
37,第37章 照相及电...,116036016
38,第38章 杂项化学...,3770276759
39,第39章 塑料及其...,11704003803
40,第40章 橡胶及其...,2803203892
41,第41章 生皮（毛...,84634162
42,第42章 皮革制品...,3454267005
43,第43章 毛皮、人...,223735758
44,第44章 木及木制...,1409449100
45,第45章 软木及软...,2236563
46,第46章 稻草、秸...,126774877
47,第47章 木浆及其...,57287506
48,第48章 纸及纸板...,2852575831
49,第49章 书籍、报...,420120483
50,第50章 蚕丝,79017158
51,第51章 羊毛、动...,189289918
52,第52章 棉花,1099565198
53,第53章 其他植物...,126134329
54,第54章 化学纤维...,2414648663
55,第55章 化学纤维...,1153854329
56,第56章 絮胎、毡...,651165657
57,第57章 地毯及纺...,310118543
58,第58章 特种机织...,482346026
59,第59章 浸渍、涂...,864521264
60,第60章 针织物及...,2081609767
61,第61章 针织或钩...,9559527348
62,第62章 非针织或...,8075410203
63,第63章 其他纺织...,3288442566
64,第64章 鞋靴、护...,5758239918
65,第65章 帽类及其...,688669343
66,第66章 雨伞、阳...,239353980
67,第67章 已加工羽...,1012820015
68,第68章 石料、石...,1218473559
69,第69章 陶瓷产品,2662797944
70,第70章 玻璃及其...,2176897530
71,第71章 天然或养...,2359641498
72,第72章 钢铁,7069999667
73,第73章 钢铁制品,9749415373
74,第74章 铜及其制...,748322960
75,第75章 镍及其制...,120709545
76,第76章 铝及其制...,3528038603
78,第78章 铅及其制...,7471576
79,第79章 锌及其制...,20452573
80,第80章 锡及其制...,33738555
81,第81章 其他贱金...,440902566
82,第82章 贱金属工...,2043430785
83,第83章 贱金属杂...,2324632941
84,第84章 核反应堆...,47258196110
85,第85章 电机、电...,78753873330
86,第86章 铁道及电...,1810930257
87,第87章 车辆及其...,14336983349
88,第88章 航空器、...,445707436
89,第89章 船舶及浮...,1950756372
90,第90章 光学、照...,6345332789
91,第91章 钟表及其...,411459880
92,第92章 乐器及其...,211938067
93,第93章 武器、弹...,25353705
94,第94章 家具；寝...,10577534684
95,第95章 玩具、游...,11253158622
96,第96章 杂项制品,2222325563
97,第97章 艺术品、...,68609659
98,第98章 特殊交易...,3903676551
99,跨境电商B2B简化申...,443837396
