商品编码,商品名称,美元
1,第1章 活动物,52768279
2,第2章 肉及食用...,77766980
3,第3章 鱼、甲壳...,1077276544
4,第4章 乳品；蛋...,59187550
5,第5章 其他动物...,140389895
6,第6章 活树及其...,41274088
7,第7章 食用蔬菜...,912250961
8,第8章 食用水果...,577129452
9,第9章 咖啡、茶...,282841441
10,第10章 谷物,92075044
11,第11章 制粉工业...,101633607
12,第12章 含油子仁...,227745224
13,第13章 虫胶；树...,224126755
14,第14章 编结用植...,19908455
15,动、植物或微生物油、...,208065285
16,第16章 肉、鱼、...,909217857
17,第17章 糖及糖食,207761446
18,第18章 可可及可...,40099768
19,第19章 谷物、粮...,197103017
20,第20章 蔬菜、水...,813237949
21,第21章 杂项食品,502565749
22,第22章 饮料、酒...,218524809
23,第23章 食品工业...,274987204
24,第24章 烟草、烟...,782554307
25,第25章 盐；硫磺...,331538046
26,第26章 矿砂、矿...,242682148
27,第27章 矿物燃料...,5228523400
28,第28章 无机化学...,3116329621
29,第29章 有机化学...,7253928427
30,第30章 药品,971537245
31,第31章 肥料,1329177280
32,第32章 鞣料浸膏...,697211532
33,第33章 精油及香...,530790898
34,第34章 肥皂、有...,549509225
35,第35章 蛋白类物...,379816200
36,第36章 炸药；烟...,89660801
37,第37章 照相及电...,106344753
38,第38章 杂项化学...,3145485330
39,第39章 塑料及其...,11020610112
40,第40章 橡胶及其...,2486194977
41,第41章 生皮（毛...,60320540
42,第42章 皮革制品...,3350705526
43,第43章 毛皮、人...,211313137
44,第44章 木及木制...,1314215257
45,第45章 软木及软...,2436661
46,第46章 稻草、秸...,120838910
47,第47章 木浆及其...,32194240
48,第48章 纸及纸板...,2696526939
49,第49章 书籍、报...,297067543
50,第50章 蚕丝,70065547
51,第51章 羊毛、动...,159627837
52,第52章 棉花,978050727
53,第53章 其他植物...,187888023
54,第54章 化学纤维...,2245587307
55,第55章 化学纤维...,1095631212
56,第56章 絮胎、毡...,613915302
57,第57章 地毯及纺...,326926484
58,第58章 特种机织...,456255789
59,第59章 浸渍、涂...,770331720
60,第60章 针织物及...,1726907343
61,第61章 针织或钩...,6878449886
62,第62章 非针织或...,5868548771
63,第63章 其他纺织...,2937100742
64,第64章 鞋靴、护...,4673555929
65,第65章 帽类及其...,523971364
66,第66章 雨伞、阳...,280722366
67,第67章 已加工羽...,1044509845
68,第68章 石料、石...,1354887132
69,第69章 陶瓷产品,2947277751
70,第70章 玻璃及其...,2133175457
71,第71章 天然或养...,2665629716
72,第72章 钢铁,4725356307
73,第73章 钢铁制品,9141532825
74,第74章 铜及其制...,634230617
75,第75章 镍及其制...,59033458
76,第76章 铝及其制...,3083098319
78,第78章 铅及其制...,12053052
79,第79章 锌及其制...,32049617
80,第80章 锡及其制...,20218897
81,第81章 其他贱金...,439137833
82,第82章 贱金属工...,1896512584
83,第83章 贱金属杂...,2310261123
84,第84章 核反应堆...,44079157193
85,第85章 电机、电...,83183288213
86,第86章 铁道及电...,956621676
87,第87章 车辆及其...,14237350577
88,第88章 航空器、...,327783681
89,第89章 船舶及浮...,2289739316
90,第90章 光学、照...,5580965382
91,第91章 钟表及其...,384899731
92,第92章 乐器及其...,187663474
93,第93章 武器、弹...,18431422
94,第94章 家具；寝...,10637622014
95,第95章 玩具、游...,8683857604
96,第96章 杂项制品,2271569981
97,第97章 艺术品、...,37654366
98,第98章 特殊交易...,4014465398
99,跨境电商B2B简化申...,824855947
