商品编码,商品名称,美元
1,第1章 活动物,42476580
2,第2章 肉及食用...,89092347
3,第3章 鱼、甲壳...,941330291
4,第4章 乳品；蛋...,66002678
5,第5章 其他动物...,117312164
6,第6章 活树及其...,46333392
7,第7章 食用蔬菜...,1117686513
8,第8章 食用水果...,791459366
9,第9章 咖啡、茶...,291316062
10,第10章 谷物,118763948
11,第11章 制粉工业...,69063778
12,第12章 含油子仁...,402155992
13,第13章 虫胶；树...,199531681
14,第14章 编结用植...,21731358
15,动、植物或微生物油、...,348298880
16,第16章 肉、鱼、...,965821649
17,第17章 糖及糖食,283839471
18,第18章 可可及可...,53490822
19,第19章 谷物、粮...,231880227
20,第20章 蔬菜、水...,822810575
21,第21章 杂项食品,482160217
22,第22章 饮料、酒...,309579544
23,第23章 食品工业...,302176605
24,第24章 烟草、烟...,843871703
25,第25章 盐；硫磺...,298370171
26,第26章 矿砂、矿...,306545776
27,第27章 矿物燃料...,5221815095
28,第28章 无机化学...,2736849882
29,第29章 有机化学...,6112230610
30,第30章 药品,952941751
31,第31章 肥料,1035647135
32,第32章 鞣料浸膏...,778153212
33,第33章 精油及香...,623525377
34,第34章 肥皂、有...,610310557
35,第35章 蛋白类物...,386255235
36,第36章 炸药；烟...,98968991
37,第37章 照相及电...,102150850
38,第38章 杂项化学...,2546505365
39,第39章 塑料及其...,11470617032
40,第40章 橡胶及其...,2864649711
41,第41章 生皮（毛...,72960672
42,第42章 皮革制品...,3140324527
43,第43章 毛皮、人...,162957616
44,第44章 木及木制...,1328816455
45,第45章 软木及软...,5122008
46,第46章 稻草、秸...,119759581
47,第47章 木浆及其...,27087823
48,第48章 纸及纸板...,2485909270
49,第49章 书籍、报...,310313413
50,第50章 蚕丝,65434825
51,第51章 羊毛、动...,123493071
52,第52章 棉花,800901266
53,第53章 其他植物...,240646792
54,第54章 化学纤维...,2366539525
55,第55章 化学纤维...,1098091536
56,第56章 絮胎、毡...,619005965
57,第57章 地毯及纺...,338545787
58,第58章 特种机织...,471435779
59,第59章 浸渍、涂...,763291905
60,第60章 针织物及...,1782340398
61,第61章 针织或钩...,6515965388
62,第62章 非针织或...,5419021408
63,第63章 其他纺织...,2734355881
64,第64章 鞋靴、护...,4196640105
65,第65章 帽类及其...,442368744
66,第66章 雨伞、阳...,267169619
67,第67章 已加工羽...,939947424
68,第68章 石料、石...,1109298150
69,第69章 陶瓷产品,2405095581
70,第70章 玻璃及其...,2144937026
71,第71章 天然或养...,2922943735
72,第72章 钢铁,5300071011
73,第73章 钢铁制品,8132347289
74,第74章 铜及其制...,779020395
75,第75章 镍及其制...,164758934
76,第76章 铝及其制...,2981209342
78,第78章 铅及其制...,39362561
79,第79章 锌及其制...,13871021
80,第80章 锡及其制...,30591957
81,第81章 其他贱金...,495802887
82,第82章 贱金属工...,1981933922
83,第83章 贱金属杂...,2285742214
84,第84章 核反应堆...,42809987550
85,第85章 电机、电...,81042033922
86,第86章 铁道及电...,987740869
87,第87章 车辆及其...,17307319209
88,第88章 航空器、...,591140605
89,第89章 船舶及浮...,3348179171
90,第90章 光学、照...,5997602416
91,第91章 钟表及其...,436875531
92,第92章 乐器及其...,175859439
93,第93章 武器、弹...,14167492
94,第94章 家具；寝...,11119952318
95,第95章 玩具、游...,5994458522
96,第96章 杂项制品,2330541699
97,第97章 艺术品、...,245496469
98,第98章 特殊交易...,7417504002
99,跨境电商B2B简化申...,125346040
