商品编码,商品名称,美元
1,第1章 活动物,38608888
2,第2章 肉及食用...,85196363
3,第3章 鱼、甲壳...,967835181
4,第4章 乳品；蛋...,59763022
5,第5章 其他动物...,185914853
6,第6章 活树及其...,42480473
7,第7章 食用蔬菜...,707246924
8,第8章 食用水果...,341052046
9,第9章 咖啡、茶...,299958906
10,第10章 谷物,103575532
11,第11章 制粉工业...,88002204
12,第12章 含油子仁...,293774555
13,第13章 虫胶；树...,213971111
14,第14章 编结用植...,21739614
15,动、植物或微生物油、...,292687701
16,第16章 肉、鱼、...,1056905672
17,第17章 糖及糖食,219835165
18,第18章 可可及可...,21368183
19,第19章 谷物、粮...,198840995
20,第20章 蔬菜、水...,799069471
21,第21章 杂项食品,493052650
22,第22章 饮料、酒...,241999102
23,第23章 食品工业...,331907220
24,第24章 烟草、烟...,659460515
25,第25章 盐；硫磺...,281044294
26,第26章 矿砂、矿...,262151438
27,第27章 矿物燃料...,4800663982
28,第28章 无机化学...,3075323859
29,第29章 有机化学...,8396037871
30,第30章 药品,937163005
31,第31章 肥料,766925557
32,第32章 鞣料浸膏...,866029243
33,第33章 精油及香...,497837379
34,第34章 肥皂、有...,529727226
35,第35章 蛋白类物...,398186059
36,第36章 炸药；烟...,118658252
37,第37章 照相及电...,114405626
38,第38章 杂项化学...,3298992193
39,第39章 塑料及其...,11934724814
40,第40章 橡胶及其...,2507425850
41,第41章 生皮（毛...,103738370
42,第42章 皮革制品...,2746113200
43,第43章 毛皮、人...,96150937
44,第44章 木及木制...,1640639452
45,第45章 软木及软...,3686035
46,第46章 稻草、秸...,174670123
47,第47章 木浆及其...,26765249
48,第48章 纸及纸板...,2415249006
49,第49章 书籍、报...,355598402
50,第50章 蚕丝,72428410
51,第51章 羊毛、动...,174081036
52,第52章 棉花,1160346347
53,第53章 其他植物...,77702792
54,第54章 化学纤维...,2420035738
55,第55章 化学纤维...,1211975034
56,第56章 絮胎、毡...,623117323
57,第57章 地毯及纺...,295734250
58,第58章 特种机织...,512252337
59,第59章 浸渍、涂...,809343687
60,第60章 针织物及...,2237138053
61,第61章 针织或钩...,5876794906
62,第62章 非针织或...,4840258869
63,第63章 其他纺织...,2909588694
64,第64章 鞋靴、护...,4123427997
65,第65章 帽类及其...,472386086
66,第66章 雨伞、阳...,332429698
67,第67章 已加工羽...,975916610
68,第68章 石料、石...,1174202603
69,第69章 陶瓷产品,2309420947
70,第70章 玻璃及其...,1992946361
71,第71章 天然或养...,2205672408
72,第72章 钢铁,6132408168
73,第73章 钢铁制品,8049026985
74,第74章 铜及其制...,1341714866
75,第75章 镍及其制...,103171363
76,第76章 铝及其制...,3763227214
78,第78章 铅及其制...,14454542
79,第79章 锌及其制...,32364515
80,第80章 锡及其制...,32791597
81,第81章 其他贱金...,639640754
82,第82章 贱金属工...,1735747604
83,第83章 贱金属杂...,2196031891
84,第84章 核反应堆...,41402406848
85,第85章 电机、电...,73172948356
86,第86章 铁道及电...,1571945229
87,第87章 车辆及其...,9308851867
88,第88章 航空器、...,291612271
89,第89章 船舶及浮...,1230563465
90,第90章 光学、照...,5000357361
91,第91章 钟表及其...,382664903
92,第92章 乐器及其...,155772526
93,第93章 武器、弹...,27539405
94,第94章 家具；寝...,10817723797
95,第95章 玩具、游...,6861548987
96,第96章 杂项制品,2089129970
97,第97章 艺术品、...,16994902
98,第98章 特殊交易...,3107357681
99,跨境电商B2B简化申...,305643583
