数据年月,商品编码,商品名称,美元
202101,1,第1章   活动物,117589554.0
202101,2,第2章   肉及食用杂碎,2820842256.0
202101,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1022499188.0
202101,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,1282257020.0
202101,5,第5章   其他动物产品,64562758.0
202101,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,17910452.0
202101,7,第7章   食用蔬菜、根及块茎,210748637.0
202101,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,1941441761.0
202101,9,第9章   咖啡、茶、马黛茶及调味香料,138223005.0
202101,10,第10章  谷物,1790111961.0
202101,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,157113598.0
202101,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,4055678413.0
202101,13,第13章  虫胶；树胶、树脂及其他植物液、汁,35871670.0
202101,14,第14章  编结用植物材料；其他植物产品,11129664.0
202101,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1491583703.0
202101,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,33140902.0
202101,17,第17章  糖及糖食,269224861.0
202101,18,第18章  可可及可可制品,95926011.0
202101,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,541779951.0
202101,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,165861498.0
202101,21,第21章  杂项食品,342101820.0
202101,22,第22章  饮料、酒及醋,560859565.0
202101,23,第23章  食品工业的残渣及废料；配制的动物饲料,398574990.0
202101,24,第24章  烟草、烟草及烟草代用品的制品,147961772.0
202101,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,709854807.0
202101,26,第26章  矿砂、矿渣及矿灰,21181606120.0
202101,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,26304108417.0
202101,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1039315108.0
202101,29,第29章  有机化学品,4353972084.0
202101,30,第30章  药品,3164511274.0
202101,31,第31章  肥料,232601493.0
202101,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,521628471.0
202101,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,1841520692.0
202101,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,544628986.0
202101,35,第35章  蛋白类物质；改性淀粉；胶；酶,394221474.0
202101,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,11885933.0
202101,37,第37章  照相及电影用品,332696085.0
202101,38,第38章  杂项化学产品,1952088067.0
202101,39,第39章  塑料及其制品,6859447818.0
202101,40,第40章  橡胶及其制品,1668536065.0
202101,41,第41章  生皮（毛皮除外）及皮革,270341155.0
202101,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,614982526.0
202101,43,第43章  毛皮、人造毛皮及其制品,30566345.0
202101,44,第44章  木及木制品；木炭,1702579761.0
202101,45,第45章  软木及软木制品,4330309.0
202101,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,1346684.0
202101,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,1577482023.0
202101,48,第48章  纸及纸板；纸浆、纸或纸板制品,647712361.0
202101,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,219797545.0
202101,50,第50章  蚕丝,5937306.0
202101,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,229872748.0
202101,52,第52章  棉花,1224723112.0
202101,53,第53章  其他植物纺织纤维；纸纱线及其机织物,99729020.0
202101,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,189446841.0
202101,55,第55章  化学纤维短纤,128571760.0
202101,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,121536127.0
202101,57,第57章  地毯及纺织材料的其他铺地制品,8322157.0
202101,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,27971096.0
202101,59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,134362691.0
202101,60,第60章  针织物及钩编织物,81366003.0
202101,61,第61章  针织或钩编的服装及衣着附件,432945682.0
202101,62,第62章  非针织或非钩编的服装及衣着附件,520695399.0
202101,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,41711816.0
202101,64,第64章  鞋靴、护腿和类似品及其零件,640470300.0
202101,65,第65章  帽类及其零件,22058924.0
202101,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,501209.0
202101,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,45888247.0
202101,68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,176116209.0
202101,69,第69章  陶瓷产品,147400881.0
202101,70,第70章  玻璃及其制品,705294705.0
202101,71,第71章  天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,2687714517.0
202101,72,第72章  钢铁,3350715008.0
202101,73,第73章  钢铁制品,895920752.0
202101,74,第74章  铜及其制品,4587712299.0
202101,75,第75章  镍及其制品,432772813.0
202101,76,第76章  铝及其制品,942260160.0
202101,78,第78章  铅及其制品,8568730.0
202101,79,第79章  锌及其制品,167057383.0
202101,80,第80章  锡及其制品,43832225.0
202101,81,第81章  其他贱金属、金属陶瓷及其制品,324693818.0
202101,82,第82章  贱金属工具、器具、利口器、餐匙、餐叉及其零件,293970578.0
202101,83,第83章  贱金属杂项制品,177236486.0
202101,84,第84章  核反应堆、锅炉、机器、机械器具及零件,17982429515.0
