数据年月,商品编码,商品名称,美元
201701,1,第1章   活动物,25817319.0
201701,2,第2章   肉及食用杂碎,743874482.0
201701,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,573848412.0
201701,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,572814060.0
201701,5,第5章   其他动物产品,39514628.0
201701,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,14763107.0
201701,7,第7章   食用蔬菜、根及块茎,164819140.0
201701,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,762716743.0
201701,9,第9章   咖啡、茶、马黛茶及调味香料,32824416.0
201701,10,第10章  谷物,472344219.0
201701,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,82580046.0
201701,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,3675462894.0
201701,13,第13章  虫胶；树胶、树脂及其他植物液、汁,15215347.0
201701,14,第14章  编结用植物材料；其他植物产品,16445893.0
201701,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,733464146.0
201701,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,14980974.0
201701,17,第17章  糖及糖食,225683821.0
201701,18,第18章  可可及可可制品,44880155.0
201701,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,307164152.0
201701,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,65941278.0
201701,21,第21章  杂项食品,119412413.0
201701,22,第22章  饮料、酒及醋,369846268.0
201701,23,第23章  食品工业的残渣及废料；配制的动物饲料,160646261.0
201701,24,第24章  烟草、烟草及烟草代用品的制品,186143744.0
201701,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,406632026.0
201701,26,第26章  矿砂、矿渣及矿灰,11266924325.0
201701,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,20324215926.0
201701,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,637671972.0
201701,29,第29章  有机化学品,4709736612.0
201701,30,第30章  药品,1779022342.0
