商品编码,商品名称,人民币
1,第1章 活动物,127507442
2,第2章 肉及食用...,12069491550
3,第3章 鱼、甲壳...,9745106178
4,第4章 乳品；蛋...,4404726549
5,第5章 其他动物...,672715847
6,第6章 活树及其...,139077388
7,第7章 食用蔬菜...,1371131789
8,第8章 食用水果...,11751640739
9,第9章 咖啡、茶...,932339306
10,第10章 谷物,8153530251
11,第11章 制粉工业...,897708930
12,第12章 含油子仁...,43568891675
13,第13章 虫胶；树...,296416280
14,第14章 编结用植...,104486629
15,动、植物或微生物油、...,7191549633
16,第16章 肉、鱼、...,280367194
17,第17章 糖及糖食,1265411298
18,第18章 可可及可...,620769305
19,第19章 谷物、粮...,3162727201
20,第20章 蔬菜、水...,1382572468
21,第21章 杂项食品,3534728198
22,第22章 饮料、酒...,3500286009
23,第23章 食品工业...,4065473681
24,第24章 烟草、烟...,2957451750
25,第25章 盐；硫磺...,7070267896
26,第26章 矿砂、矿...,142603128064
27,第27章 矿物燃料...,302302572905
28,第28章 无机化学...,12259371129
29,第29章 有机化学...,28879253281
30,第30章 药品,26772453652
31,第31章 肥料,2314202804
32,第32章 鞣料浸膏...,3032727638
33,第33章 精油及香...,8921492714
34,第34章 肥皂、有...,3351182001
35,第35章 蛋白类物...,2547402418
36,第36章 炸药；烟...,84670548
37,第37章 照相及电...,2232254051
38,第38章 杂项化学...,13617394489
39,第39章 塑料及其...,35500843810
40,第40章 橡胶及其...,8703664919
41,第41章 生皮（毛...,1802841353
42,第42章 皮革制品...,3272060504
43,第43章 毛皮、人...,621052424
44,第44章 木及木制...,10616550170
45,第45章 软木及软...,18881411
46,第46章 稻草、秸...,17077001
47,第47章 木浆及其...,12418884145
48,第48章 纸及纸板...,3911283013
49,第49章 书籍、报...,1318865753
50,第50章 蚕丝,35271292
51,第51章 羊毛、动...,2019760294
52,第52章 棉花,4408520675
53,第53章 其他植物...,1174183753
54,第54章 化学纤维...,1265521362
55,第55章 化学纤维...,938168037
56,第56章 絮胎、毡...,663777305
57,第57章 地毯及纺...,57339680
58,第58章 特种机织...,158544731
59,第59章 浸渍、涂...,814919604
60,第60章 针织物及...,397451341
61,第61章 针织或钩...,2135989650
62,第62章 非针织或...,2869660407
63,第63章 其他纺织...,164370692
64,第64章 鞋靴、护...,3935344313
65,第65章 帽类及其...,147485439
66,第66章 雨伞、阳...,5869748
67,第67章 已加工羽...,786686343
68,第68章 石料、石...,1125320361
69,第69章 陶瓷产品,834454342
70,第70章 玻璃及其...,4077730360
71,第71章 天然或养...,40421986926
72,第72章 钢铁,18826045685
73,第73章 钢铁制品,5215107834
74,第74章 铜及其制...,42403569167
75,第75章 镍及其制...,6654252131
76,第76章 铝及其制...,7799423065
78,第78章 铅及其制...,112712249
79,第79章 锌及其制...,835446643
80,第80章 锡及其制...,104945496
81,第81章 其他贱金...,2022877191
82,第82章 贱金属工...,1727939479
83,第83章 贱金属杂...,1006591064
84,第84章 核反应堆...,134696076585
85,第85章 电机、电...,333322291232
86,第86章 铁道及电...,538316765
87,第87章 车辆及其...,39536267795
88,第88章 航空器、...,9051902827
89,第89章 船舶及浮...,80046242
90,第90章 光学、照...,42578509417
91,第91章 钟表及其...,2241940326
92,第92章 乐器及其...,244305807
93,第93章 武器、弹...,1765732
94,第94章 家具；寝...,1246185196
95,第95章 玩具、游...,1298798105
96,第96章 杂项制品,653456163
97,第97章 艺术品、...,236271451
98,第98章 特殊交易...,5555397201
