商品编码,商品名称,人民币
1,第1章 活动物,138575263
2,第2章 肉及食用...,13843492222
3,第3章 鱼、甲壳...,9597008221
4,第4章 乳品；蛋...,4394359135
5,第5章 其他动物...,837041210
6,第6章 活树及其...,138647774
7,第7章 食用蔬菜...,1458184310
8,第8章 食用水果...,8270179163
9,第9章 咖啡、茶...,1828363913
10,第10章 谷物,12929163169
11,第11章 制粉工业...,1791638938
12,第12章 含油子仁...,26943061235
13,第13章 虫胶；树...,258545697
14,第14章 编结用植...,129566421
15,动、植物或微生物油、...,6990763373
16,第16章 肉、鱼、...,248838251
17,第17章 糖及糖食,982842938
18,第18章 可可及可...,469286855
19,第19章 谷物、粮...,2836479799
20,第20章 蔬菜、水...,1307366789
21,第21章 杂项食品,4409910003
22,第22章 饮料、酒...,2563362841
23,第23章 食品工业...,4918240582
24,第24章 烟草、烟...,1980636281
25,第25章 盐；硫磺...,6828714708
26,第26章 矿砂、矿...,149527177274
27,第27章 矿物燃料...,314829099776
28,第28章 无机化学...,11265572018
29,第29章 有机化学...,26349594601
30,第30章 药品,27565429985
31,第31章 肥料,3107595493
32,第32章 鞣料浸膏...,3191155689
33,第33章 精油及香...,11822245516
34,第34章 肥皂、有...,3309661900
35,第35章 蛋白类物...,2477199163
36,第36章 炸药；烟...,85594429
37,第37章 照相及电...,2310308444
38,第38章 杂项化学...,15727691495
39,第39章 塑料及其...,37825684533
40,第40章 橡胶及其...,10352892025
41,第41章 生皮（毛...,2003778863
42,第42章 皮革制品...,3898754883
43,第43章 毛皮、人...,199359496
44,第44章 木及木制...,12003313617
45,第45章 软木及软...,18581609
46,第46章 稻草、秸...,23800426
47,第47章 木浆及其...,14421572007
48,第48章 纸及纸板...,4454128535
49,第49章 书籍、报...,1215090837
50,第50章 蚕丝,49708666
51,第51章 羊毛、动...,1698269739
52,第52章 棉花,9321615091
53,第53章 其他植物...,701493771
54,第54章 化学纤维...,1420444958
55,第55章 化学纤维...,1017288022
56,第56章 絮胎、毡...,698551879
57,第57章 地毯及纺...,52332928
58,第58章 特种机织...,180121972
59,第59章 浸渍、涂...,818230155
60,第60章 针织物及...,410846695
61,第61章 针织或钩...,2147532402
62,第62章 非针织或...,2779385779
63,第63章 其他纺织...,206893183
64,第64章 鞋靴、护...,3561593461
65,第65章 帽类及其...,131477102
66,第66章 雨伞、阳...,4617120
67,第67章 已加工羽...,1006933389
68,第68章 石料、石...,1065787917
69,第69章 陶瓷产品,793624049
70,第70章 玻璃及其...,4119140201
71,第71章 天然或养...,106025556134
72,第72章 钢铁,18014989286
73,第73章 钢铁制品,5533972484
74,第74章 铜及其制...,42400057847
75,第75章 镍及其制...,5416937853
76,第76章 铝及其制...,10248009150
78,第78章 铅及其制...,60357728
79,第79章 锌及其制...,958481946
80,第80章 锡及其制...,238896520
81,第81章 其他贱金...,2648669088
82,第82章 贱金属工...,1567786228
83,第83章 贱金属杂...,968610375
84,第84章 核反应堆...,131365858225
85,第85章 电机、电...,338110744813
86,第86章 铁道及电...,514100488
87,第87章 车辆及其...,33403140646
88,第88章 航空器、...,7399085017
89,第89章 船舶及浮...,105413918
90,第90章 光学、照...,47400244353
91,第91章 钟表及其...,2498748530
92,第92章 乐器及其...,271332880
93,第93章 武器、弹...,3783918
94,第94章 家具；寝...,1308439909
95,第95章 玩具、游...,1387777607
96,第96章 杂项制品,747325717
97,第97章 艺术品、...,130746707
98,第98章 特殊交易...,5503689504
