商品编码,商品名称,人民币
1,第1章 活动物,202666140
2,第2章 肉及食用...,13226430217
3,第3章 鱼、甲壳...,9945815733
4,第4章 乳品；蛋...,4277645717
5,第5章 其他动物...,824190804
6,第6章 活树及其...,137807448
7,第7章 食用蔬菜...,1074602235
8,第8章 食用水果...,17735305463
9,第9章 咖啡、茶...,1428143288
10,第10章 谷物,11395426831
11,第11章 制粉工业...,972728649
12,第12章 含油子仁...,40306857184
13,第13章 虫胶；树...,252933430
14,第14章 编结用植...,137840026
15,动、植物或微生物油、...,6816503643
16,第16章 肉、鱼、...,299202981
17,第17章 糖及糖食,1201159419
18,第18章 可可及可...,592495725
19,第19章 谷物、粮...,3777069537
20,第20章 蔬菜、水...,1400871450
21,第21章 杂项食品,4810868964
22,第22章 饮料、酒...,3760857688
23,第23章 食品工业...,4503094879
24,第24章 烟草、烟...,2957227296
25,第25章 盐；硫磺...,7922100243
26,第26章 矿砂、矿...,143244477295
27,第27章 矿物燃料...,320174813704
28,第28章 无机化学...,13557756045
29,第29章 有机化学...,28497486911
30,第30章 药品,25555105673
31,第31章 肥料,2744209801
32,第32章 鞣料浸膏...,3099852342
33,第33章 精油及香...,10684874576
34,第34章 肥皂、有...,3467366265
35,第35章 蛋白类物...,2655659211
36,第36章 炸药；烟...,79946396
37,第37章 照相及电...,2276795482
38,第38章 杂项化学...,14852391435
39,第39章 塑料及其...,36843803506
40,第40章 橡胶及其...,8898139849
41,第41章 生皮（毛...,1881962264
42,第42章 皮革制品...,3446665608
43,第43章 毛皮、人...,696318028
44,第44章 木及木制...,12158599375
45,第45章 软木及软...,20155749
46,第46章 稻草、秸...,20673487
47,第47章 木浆及其...,13180749774
48,第48章 纸及纸板...,4258297098
49,第49章 书籍、报...,1192286422
50,第50章 蚕丝,47203469
51,第51章 羊毛、动...,1960640333
52,第52章 棉花,6173686655
53,第53章 其他植物...,963776412
54,第54章 化学纤维...,1288022445
55,第55章 化学纤维...,973330650
56,第56章 絮胎、毡...,658151465
57,第57章 地毯及纺...,54902843
58,第58章 特种机织...,178074633
59,第59章 浸渍、涂...,811881945
60,第60章 针织物及...,393870908
61,第61章 针织或钩...,2050326126
62,第62章 非针织或...,2920842465
63,第63章 其他纺织...,201533082
64,第64章 鞋靴、护...,3688373513
65,第65章 帽类及其...,149863083
66,第66章 雨伞、阳...,4297717
67,第67章 已加工羽...,782587463
68,第68章 石料、石...,1092625148
69,第69章 陶瓷产品,884805477
70,第70章 玻璃及其...,4127294910
71,第71章 天然或养...,85092485501
72,第72章 钢铁,19270294237
73,第73章 钢铁制品,5587122739
74,第74章 铜及其制...,47955451680
75,第75章 镍及其制...,6873456791
76,第76章 铝及其制...,9002285189
78,第78章 铅及其制...,100628871
79,第79章 锌及其制...,1029225716
80,第80章 锡及其制...,234428182
81,第81章 其他贱金...,2810518460
82,第82章 贱金属工...,1766235378
83,第83章 贱金属杂...,1037123259
84,第84章 核反应堆...,129162385693
85,第85章 电机、电...,330175112263
86,第86章 铁道及电...,442624374
87,第87章 车辆及其...,38853906538
88,第88章 航空器、...,4252031169
89,第89章 船舶及浮...,179047992
90,第90章 光学、照...,41814511855
91,第91章 钟表及其...,2379425291
92,第92章 乐器及其...,219876681
93,第93章 武器、弹...,2084305
94,第94章 家具；寝...,1188213749
95,第95章 玩具、游...,1492195186
96,第96章 杂项制品,701622379
97,第97章 艺术品、...,719040961
98,第98章 特殊交易...,5895630712
