商品编码,商品名称,人民币
1,第1章 活动物,138575263
2,第2章 肉及食用...,13842813892
3,第3章 鱼、甲壳...,9594509678
4,第4章 乳品；蛋...,4394359135
5,第5章 其他动物...,836407900
6,第6章 活树及其...,138647774
7,第7章 食用蔬菜...,1458184310
8,第8章 食用水果...,8273233674
9,第9章 咖啡、茶...,1828363913
10,第10章 谷物,12932290249
11,第11章 制粉工业...,1791835142
12,第12章 含油子仁...,26947944043
13,第13章 虫胶；树...,258545697
14,第14章 编结用植...,129566421
15,动、植物或微生物油、...,6990763373
16,第16章 肉、鱼、...,248838251
17,第17章 糖及糖食,982938018
18,第18章 可可及可...,469285650
19,第19章 谷物、粮...,2836479799
20,第20章 蔬菜、水...,1307366789
21,第21章 杂项食品,4409951447
22,第22章 饮料、酒...,2563228687
23,第23章 食品工业...,4918250712
24,第24章 烟草、烟...,1980636281
25,第25章 盐；硫磺...,6802774997
26,第26章 矿砂、矿...,149108637329
27,第27章 矿物燃料...,315041560765
28,第28章 无机化学...,11260592211
29,第29章 有机化学...,26349581234
30,第30章 药品,27572414544
31,第31章 肥料,3107595493
32,第32章 鞣料浸膏...,3191222692
33,第33章 精油及香...,11822247123
34,第34章 肥皂、有...,3310374404
35,第35章 蛋白类物...,2477198880
36,第36章 炸药；烟...,85594429
37,第37章 照相及电...,2310308444
38,第38章 杂项化学...,15720513592
39,第39章 塑料及其...,37826521540
40,第40章 橡胶及其...,10348296281
41,第41章 生皮（毛...,2003778863
42,第42章 皮革制品...,3893947616
43,第43章 毛皮、人...,199359496
44,第44章 木及木制...,12003709645
45,第45章 软木及软...,18581609
46,第46章 稻草、秸...,23800426
47,第47章 木浆及其...,14421784093
48,第48章 纸及纸板...,4453954051
49,第49章 书籍、报...,1215090837
50,第50章 蚕丝,49708666
51,第51章 羊毛、动...,1698269739
52,第52章 棉花,9321615091
53,第53章 其他植物...,701493771
54,第54章 化学纤维...,1420483394
55,第55章 化学纤维...,1016882666
56,第56章 絮胎、毡...,698959314
57,第57章 地毯及纺...,52332928
58,第58章 特种机织...,180121972
59,第59章 浸渍、涂...,818230155
60,第60章 针织物及...,410846695
61,第61章 针织或钩...,2147542667
62,第62章 非针织或...,2778970239
63,第63章 其他纺织...,206893184
64,第64章 鞋靴、护...,3561593463
65,第65章 帽类及其...,131477102
66,第66章 雨伞、阳...,4617120
67,第67章 已加工羽...,1006933389
68,第68章 石料、石...,1065749481
69,第69章 陶瓷产品,793624116
70,第70章 玻璃及其...,4119152251
71,第71章 天然或养...,105844351714
72,第72章 钢铁,18010186787
73,第73章 钢铁制品,5528734189
74,第74章 铜及其制...,42512061318
75,第75章 镍及其制...,5417867619
76,第76章 铝及其制...,10248009150
78,第78章 铅及其制...,60357728
79,第79章 锌及其制...,958481946
80,第80章 锡及其制...,238892591
81,第81章 其他贱金...,2687021824
82,第82章 贱金属工...,1567721240
83,第83章 贱金属杂...,968066012
84,第84章 核反应堆...,131360269077
85,第85章 电机、电...,337996555494
86,第86章 铁道及电...,514100488
87,第87章 车辆及其...,33408259110
88,第88章 航空器、...,7399085017
89,第89章 船舶及浮...,105413918
90,第90章 光学、照...,47271743522
91,第91章 钟表及其...,2498748530
92,第92章 乐器及其...,271418477
93,第93章 武器、弹...,3783918
94,第94章 家具；寝...,1308649664
95,第95章 玩具、游...,1387432176
96,第96章 杂项制品,747246526
97,第97章 艺术品、...,130746722
98,第98章 特殊交易...,5503689504
