商品编码,商品名称,人民币
1,第1章 活动物,228959373
2,第2章 肉及食用...,14280868273
3,第3章 鱼、甲壳...,11985517527
4,第4章 乳品；蛋...,4786116536
5,第5章 其他动物...,904284877
6,第6章 活树及其...,130045482
7,第7章 食用蔬菜...,2440811853
8,第8章 食用水果...,14410789548
9,第9章 咖啡、茶...,897041245
10,第10章 谷物,11766224660
11,第11章 制粉工业...,804118354
12,第12章 含油子仁...,38306521132
13,第13章 虫胶；树...,277869631
14,第14章 编结用植...,90274639
15,动、植物或微生物油、...,9701606853
16,第16章 肉、鱼、...,418734220
17,第17章 糖及糖食,1224551278
18,第18章 可可及可...,420178751
19,第19章 谷物、粮...,4399977753
20,第20章 蔬菜、水...,1074415249
21,第21章 杂项食品,3593979615
22,第22章 饮料、酒...,3149586749
23,第23章 食品工业...,5678216108
24,第24章 烟草、烟...,927913872
25,第25章 盐；硫磺...,14703201385
26,第26章 矿砂、矿...,128497933675
27,第27章 矿物燃料...,270750887583
28,第28章 无机化学...,15663085090
29,第29章 有机化学...,22617600640
30,第30章 药品,27659625749
31,第31章 肥料,4063338622
32,第32章 鞣料浸膏...,2609955672
33,第33章 精油及香...,10796678151
34,第34章 肥皂、有...,3200687572
35,第35章 蛋白类物...,2178807169
36,第36章 炸药；烟...,58118264
37,第37章 照相及电...,1827340465
38,第38章 杂项化学...,14211218428
39,第39章 塑料及其...,33157251854
40,第40章 橡胶及其...,9745645976
41,第41章 生皮（毛...,1708729289
42,第42章 皮革制品...,3281711454
43,第43章 毛皮、人...,415615320
44,第44章 木及木制...,11307262275
45,第45章 软木及软...,19730555
46,第46章 稻草、秸...,20874134
47,第47章 木浆及其...,15003302056
48,第48章 纸及纸板...,3988941255
49,第49章 书籍、报...,1095787808
50,第50章 蚕丝,30831621
51,第51章 羊毛、动...,1977740453
52,第52章 棉花,3658012664
53,第53章 其他植物...,926313804
54,第54章 化学纤维...,1116936690
55,第55章 化学纤维...,697384375
56,第56章 絮胎、毡...,667878131
57,第57章 地毯及纺...,36099153
58,第58章 特种机织...,171208373
59,第59章 浸渍、涂...,779846168
60,第60章 针织物及...,401866959
61,第61章 针织或钩...,2033775553
62,第62章 非针织或...,2342837252
63,第63章 其他纺织...,178507425
64,第64章 鞋靴、护...,2649931657
65,第65章 帽类及其...,140697251
66,第66章 雨伞、阳...,7811538
67,第67章 已加工羽...,795142674
68,第68章 石料、石...,1067804622
69,第69章 陶瓷产品,813012240
70,第70章 玻璃及其...,3030322799
71,第71章 天然或养...,67807729110
72,第72章 钢铁,22294897088
73,第73章 钢铁制品,4747745056
74,第74章 铜及其制...,32796151390
75,第75章 镍及其制...,4730501060
76,第76章 铝及其制...,6439224788
78,第78章 铅及其制...,65297739
79,第79章 锌及其制...,436240548
80,第80章 锡及其制...,411986037
81,第81章 其他贱金...,2006445618
82,第82章 贱金属工...,1456504615
83,第83章 贱金属杂...,823940026
84,第84章 核反应堆...,102857299478
85,第85章 电机、电...,283985411071
86,第86章 铁道及电...,328656551
87,第87章 车辆及其...,37041149064
88,第88章 航空器、...,11556137584
89,第89章 船舶及浮...,416141682
90,第90章 光学、照...,44436555669
91,第91章 钟表及其...,2727176326
92,第92章 乐器及其...,272550235
93,第93章 武器、弹...,1342798
94,第94章 家具；寝...,1381081474
95,第95章 玩具、游...,1492825270
96,第96章 杂项制品,746102854
97,第97章 艺术品、...,1485610602
98,第98章 特殊交易...,7018328640
