数据年月,商品编码,商品名称,美元
202003,1,第1章   活动物,42611401.0
202003,2,第2章   肉及食用杂碎,49935293.0
202003,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,846674485.0
202003,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,48996220.0
202003,5,第5章   其他动物产品,193991407.0
202003,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,43711495.0
202003,7,第7章   食用蔬菜、根及块茎,846741550.0
202003,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,445746778.0
202003,9,第9章   咖啡、茶、马黛茶及调味香料,366247084.0
202003,10,第10章  谷物,133965693.0
202003,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,81599263.0
202003,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,319715225.0
202003,13,第13章  虫胶；树胶、树脂及其他植物液、汁,187777432.0
202003,14,第14章  编结用植物材料；其他植物产品,16514099.0
202003,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,113903165.0
202003,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,729842573.0
202003,17,第17章  糖及糖食,155551622.0
202003,18,第18章  可可及可可制品,24974247.0
202003,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,164902802.0
202003,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,809060147.0
202003,21,第21章  杂项食品,413945691.0
202003,22,第22章  饮料、酒及醋,162422202.0
202003,23,第23章  食品工业的残渣及废料；配制的动物饲料,297992471.0
202003,24,第24章  烟草、烟草及烟草代用品的制品,69382572.0
202003,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,328660445.0
202003,26,第26章  矿砂、矿渣及矿灰,171992718.0
202003,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,4423948771.0
202003,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1886421792.0
202003,29,第29章  有机化学品,6259632923.0
202003,30,第30章  药品,841025167.0
202003,31,第31章  肥料,576152788.0
202003,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,1000785340.0
202003,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,401216486.0
202003,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,422192169.0
202003,35,第35章  蛋白类物质；改性淀粉；胶；酶,344063148.0
202003,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,38971940.0
202003,37,第37章  照相及电影用品,114458463.0
202003,38,第38章  杂项化学产品,1992411610.0
202003,39,第39章  塑料及其制品,7274159067.0
202003,40,第40章  橡胶及其制品,1892657628.0
202003,41,第41章  生皮（毛皮除外）及皮革,71948906.0
202003,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,1380448894.0
202003,43,第43章  毛皮、人造毛皮及其制品,197126466.0
202003,44,第44章  木及木制品；木炭,942177765.0
202003,45,第45章  软木及软木制品,1677808.0
202003,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,156009071.0
202003,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,11657723.0
202003,48,第48章  纸及纸板；纸浆、纸或纸板制品,1868132621.0
202003,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,234103905.0
202003,50,第50章  蚕丝,75683213.0
202003,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,169602754.0
202003,52,第52章  棉花,1008591544.0
202003,53,第53章  其他植物纺织纤维；纸纱线及其机织物,85985630.0
202003,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,1651982885.0
202003,55,第55章  化学纤维短纤,962886086.0
202003,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,541508939.0
202003,57,第57章  地毯及纺织材料的其他铺地制品,193506668.0
202003,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,307504484.0
202003,59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,629547112.0
202003,60,第60章  针织物及钩编织物,1175336946.0
202003,61,第61章  针织或钩编的服装及衣着附件,3205497209.0
202003,62,第62章  非针织或非钩编的服装及衣着附件,2864567852.0
202003,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,2396150581.0
202003,64,第64章  鞋靴、护腿和类似品及其零件,2268609671.0
202003,65,第65章  帽类及其零件,245926995.0
202003,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,251252950.0
202003,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,489156541.0
202003,68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,860050501.0
202003,69,第69章  陶瓷产品,1506177239.0
202003,70,第70章  玻璃及其制品,1432531195.0
202003,71,第71章  天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,1015264619.0
202003,72,第72章  钢铁,3920121473.0
202003,73,第73章  钢铁制品,5120416713.0
202003,74,第74章  铜及其制品,683456162.0
202003,75,第75章  镍及其制品,92566573.0
202003,76,第76章  铝及其制品,2148781329.0
202003,78,第78章  铅及其制品,5624215.0
202003,79,第79章  锌及其制品,24733050.0
202003,80,第80章  锡及其制品,9765919.0
202003,81,第81章  其他贱金属、金属陶瓷及其制品,379018223.0
202003,82,第82章  贱金属工具、器具、利口器、餐匙、餐叉及其零件,1056377995.0
202003,83,第83章  贱金属杂项制品,1192208146.0
202003,84,第84章  核反应堆、锅炉、机器、机械器具及零件,32160259228.0
202003,85,第85章  电机、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,49811428095.0
202003,86,第86章  铁道及电车道机车、车辆及其零件；铁道及电车道轨道固定装置及其零件；附件；各种机械（包括电动机械）交通信号设备,763303278.0
202003,87,第87章  车辆及其零件、附件，但铁道及电车道车辆除外,5283365978.0
202003,88,第88章  航空器、航天器及其零件,434352527.0
202003,89,第89章  船舶及浮动结构体,1083862935.0
202003,90,第90章  光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；上述物品的零件、附件,5706528522.0
202003,91,第91章  钟表及其零件,317226079.0
202003,92,第92章  乐器及其零件、附件,90427515.0
202003,93,第93章  武器、弹药及其零件、附件,7652778.0
202003,94,第94章  家具；寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品；未列名灯具及照明装置；发光标志、发光铭牌及类似品；活动房屋,5838686099.0
202003,95,第95章  玩具、游戏品、运动用品及其零件、附件,3220848801.0
202003,96,第96章  杂项制品,1163607268.0
202003,97,第97章  艺术品、收藏品及古物,12529372.0
202003,98,第98章  特殊交易品及未分类商品,1309290147.0
