商品编码,商品名称,美元
1,第1章 活动物,20291091
2,第2章 肉及食用...,2344654407
3,第3章 鱼、甲壳...,1406364771
4,第4章 乳品；蛋...,636808297
5,第5章 其他动物...,94578978
6,第6章 活树及其...,27705894
7,第7章 食用蔬菜...,229228990
8,第8章 食用水果...,1284976344
9,第9章 咖啡、茶...,114601477
10,第10章 谷物,1062792847
11,第11章 制粉工业...,170770538
12,第12章 含油子仁...,5907488377
13,第13章 虫胶；树...,30435519
14,第14章 编结用植...,12367163
15,动、植物或微生物油、...,1246466243
16,第16章 肉、鱼、...,43949351
17,第17章 糖及糖食,375225951
18,第18章 可可及可...,88161890
19,第19章 谷物、粮...,633701739
20,第20章 蔬菜、水...,172748777
21,第21章 杂项食品,499793449
22,第22章 饮料、酒...,528783154
23,第23章 食品工业...,619669211
24,第24章 烟草、烟...,154428128
25,第25章 盐；硫磺...,1186011974
26,第26章 矿砂、矿...,21166265702
27,第27章 矿物燃料...,44760281824
28,第28章 无机化学...,1769887725
29,第29章 有机化学...,4381005993
30,第30章 药品,3272127667
31,第31章 肥料,330969420
32,第32章 鞣料浸膏...,427194719
33,第33章 精油及香...,1372301466
34,第34章 肥皂、有...,445646872
35,第35章 蛋白类物...,373013362
36,第36章 炸药；烟...,13270788
37,第37章 照相及电...,288744848
38,第38章 杂项化学...,2160407388
39,第39章 塑料及其...,5339064829
40,第40章 橡胶及其...,1335420654
41,第41章 生皮（毛...,241336903
42,第42章 皮革制品...,521953011
43,第43章 毛皮、人...,122726481
44,第44章 木及木制...,1411475537
45,第45章 软木及软...,3813004
46,第46章 稻草、秸...,1664528
47,第47章 木浆及其...,1824985421
48,第48章 纸及纸板...,607547852
49,第49章 书籍、报...,218627623
50,第50章 蚕丝,11075077
51,第51章 羊毛、动...,265877214
52,第52章 棉花,890932063
53,第53章 其他植物...,154593993
54,第54章 化学纤维...,179496675
55,第55章 化学纤维...,137972370
56,第56章 絮胎、毡...,92015337
57,第57章 地毯及纺...,8614439
58,第58章 特种机织...,23811724
59,第59章 浸渍、涂...,111272531
60,第60章 针织物及...,52441525
61,第61章 针织或钩...,385204859
62,第62章 非针织或...,573029965
63,第63章 其他纺织...,28726508
64,第64章 鞋靴、护...,617039351
65,第65章 帽类及其...,22476191
66,第66章 雨伞、阳...,1517020
67,第67章 已加工羽...,109059973
68,第68章 石料、石...,144369210
69,第69章 陶瓷产品,131390658
70,第70章 玻璃及其...,597076174
71,第71章 天然或养...,9375293354
72,第72章 钢铁,3250521120
73,第73章 钢铁制品,751809713
74,第74章 铜及其制...,5294146060
75,第75章 镍及其制...,1085085887
76,第76章 铝及其制...,1089011473
78,第78章 铅及其制...,7910034
79,第79章 锌及其制...,91887050
80,第80章 锡及其制...,78333891
81,第81章 其他贱金...,296946857
82,第82章 贱金属工...,214294097
83,第83章 贱金属杂...,155430746
84,第84章 核反应堆...,16901534593
85,第85章 电机、电...,46850781813
86,第86章 铁道及电...,47868652
87,第87章 车辆及其...,6264183447
88,第88章 航空器、...,640683748
89,第89章 船舶及浮...,21186787
90,第90章 光学、照...,6549721591
91,第91章 钟表及其...,384851558
92,第92章 乐器及其...,47699782
93,第93章 武器、弹...,1350163
94,第94章 家具；寝...,214207940
95,第95章 玩具、游...,220676892
96,第96章 杂项制品,109552639
97,第97章 艺术品、...,111624501
98,第98章 特殊交易...,769957476
