商品编码,商品名称,美元
1,第1章 活动物,13786184
2,第2章 肉及食用...,1818464141
3,第3章 鱼、甲壳...,1381915898
4,第4章 乳品；蛋...,632250500
5,第5章 其他动物...,132972171
6,第6章 活树及其...,18461653
7,第7章 食用蔬菜...,243108631
8,第8章 食用水果...,1646586498
9,第9章 咖啡、茶...,276388131
10,第10章 谷物,1758103287
11,第11章 制粉工业...,227268081
12,第12章 含油子仁...,5261646157
13,第13章 虫胶；树...,42824326
14,第14章 编结用植...,23920749
15,动、植物或微生物油、...,923450883
16,第16章 肉、鱼、...,40645953
17,第17章 糖及糖食,188038159
18,第18章 可可及可...,82576665
19,第19章 谷物、粮...,454499200
20,第20章 蔬菜、水...,187244942
21,第21章 杂项食品,637883928
22,第22章 饮料、酒...,533944114
23,第23章 食品工业...,647402496
24,第24章 烟草、烟...,342102360
25,第25章 盐；硫磺...,960122761
26,第26章 矿砂、矿...,20354075381
27,第27章 矿物燃料...,43351773986
28,第28章 无机化学...,1861791112
29,第29章 有机化学...,4003785001
30,第30章 药品,3833365639
31,第31章 肥料,334413784
32,第32章 鞣料浸膏...,465971759
33,第33章 精油及香...,1562755139
34,第34章 肥皂、有...,507291669
35,第35章 蛋白类物...,398631259
36,第36章 炸药；烟...,13676671
37,第37章 照相及电...,322458653
38,第38章 杂项化学...,2089319192
39,第39章 塑料及其...,5348557407
40,第40章 橡胶及其...,1320664598
41,第41章 生皮（毛...,304286971
42,第42章 皮革制品...,518151397
43,第43章 毛皮、人...,65618211
44,第44章 木及木制...,1846423099
45,第45章 软木及软...,2922185
46,第46章 稻草、秸...,3873243
47,第47章 木浆及其...,2074476117
48,第48章 纸及纸板...,616674916
49,第49章 书籍、报...,159362168
50,第50章 蚕丝,5565721
51,第51章 羊毛、动...,276918666
52,第52章 棉花,1055800313
53,第53章 其他植物...,161071919
54,第54章 化学纤维...,193859728
55,第55章 化学纤维...,116678778
56,第56章 絮胎、毡...,99001178
57,第57章 地毯及纺...,7892170
58,第58章 特种机织...,25009527
59,第59章 浸渍、涂...,121384159
60,第60章 针织物及...,61953732
61,第61章 针织或钩...,318812130
62,第62章 非针织或...,409502636
63,第63章 其他纺织...,28626216
64,第64章 鞋靴、护...,400914872
65,第65章 帽类及其...,21903578
66,第66章 雨伞、阳...,815426
67,第67章 已加工羽...,122579374
68,第68章 石料、石...,171199266
69,第69章 陶瓷产品,110807090
70,第70章 玻璃及其...,616760853
71,第71章 天然或养...,11742319335
72,第72章 钢铁,2849476573
73,第73章 钢铁制品,824313419
74,第74章 铜及其制...,5844047877
75,第75章 镍及其制...,1013057666
76,第76章 铝及其制...,1477843134
78,第78章 铅及其制...,8325461
79,第79章 锌及其制...,138331732
80,第80章 锡及其制...,30990639
81,第81章 其他贱金...,393228386
82,第82章 贱金属工...,254176145
83,第83章 贱金属杂...,156830800
84,第84章 核反应堆...,18658507198
85,第85章 电机、电...,48066816314
86,第86章 铁道及电...,48514405
87,第87章 车辆及其...,4822321981
88,第88章 航空器、...,1113986733
89,第89章 船舶及浮...,11328125
90,第90章 光学、照...,6538904860
91,第91章 钟表及其...,261614733
92,第92章 乐器及其...,34578093
93,第93章 武器、弹...,491804
94,第94章 家具；寝...,184834224
95,第95章 玩具、游...,207198362
96,第96章 杂项制品,107878429
97,第97章 艺术品、...,94422878
98,第98章 特殊交易...,791177846
