商品编码,商品名称,美元
1,第1章 活动物,16304664
2,第2章 肉及食用...,2228145548
3,第3章 鱼、甲壳...,1717791076
4,第4章 乳品；蛋...,694236720
5,第5章 其他动物...,109616791
6,第6章 活树及其...,15578096
7,第7章 食用蔬菜...,142557750
8,第8章 食用水果...,2603608293
9,第9章 咖啡、茶...,213133729
10,第10章 谷物,1991607302
11,第11章 制粉工业...,178598386
12,第12章 含油子仁...,5103017085
13,第13章 虫胶；树...,34930630
14,第14章 编结用植...,13276397
15,动、植物或微生物油、...,1192613861
16,第16章 肉、鱼、...,46605205
17,第17章 糖及糖食,513627681
18,第18章 可可及可...,95628862
19,第19章 谷物、粮...,368046679
20,第20章 蔬菜、水...,332363099
21,第21章 杂项食品,517713104
22,第22章 饮料、酒...,374305513
23,第23章 食品工业...,548312196
24,第24章 烟草、烟...,243816070
25,第25章 盐；硫磺...,1167920094
26,第26章 矿砂、矿...,24232730883
27,第27章 矿物燃料...,41266000881
28,第28章 无机化学...,1534020548
29,第29章 有机化学...,3998309492
30,第30章 药品,3458807011
31,第31章 肥料,640310472
32,第32章 鞣料浸膏...,383489462
33,第33章 精油及香...,1375302564
34,第34章 肥皂、有...,436272636
35,第35章 蛋白类物...,333278554
36,第36章 炸药；烟...,11112795
37,第37章 照相及电...,250610183
38,第38章 杂项化学...,2009620199
39,第39章 塑料及其...,4981555604
40,第40章 橡胶及其...,1420078108
41,第41章 生皮（毛...,275908778
42,第42章 皮革制品...,682767857
43,第43章 毛皮、人...,25594767
44,第44章 木及木制...,1431190498
45,第45章 软木及软...,3005850
46,第46章 稻草、秸...,1621648
47,第47章 木浆及其...,1766397282
48,第48章 纸及纸板...,558723319
49,第49章 书籍、报...,171545390
50,第50章 蚕丝,9256421
51,第51章 羊毛、动...,218707235
52,第52章 棉花,1049718822
53,第53章 其他植物...,166081397
54,第54章 化学纤维...,174501306
55,第55章 化学纤维...,113453597
56,第56章 絮胎、毡...,89532857
57,第57章 地毯及纺...,7738990
58,第58章 特种机织...,22370180
59,第59章 浸渍、涂...,97877336
60,第60章 针织物及...,50172227
61,第61章 针织或钩...,380482332
62,第62章 非针织或...,569047494
63,第63章 其他纺织...,28242842
64,第64章 鞋靴、护...,555531178
65,第65章 帽类及其...,26308267
66,第66章 雨伞、阳...,640639
67,第67章 已加工羽...,138687244
68,第68章 石料、石...,138873389
69,第69章 陶瓷产品,88265567
70,第70章 玻璃及其...,505051091
71,第71章 天然或养...,16903251800
72,第72章 钢铁,3253080890
73,第73章 钢铁制品,715295893
74,第74章 铜及其制...,5896070188
75,第75章 镍及其制...,725435185
76,第76章 铝及其制...,1395096680
78,第78章 铅及其制...,8876133
79,第79章 锌及其制...,80220011
80,第80章 锡及其制...,112675436
81,第81章 其他贱金...,449037288
82,第82章 贱金属工...,225349068
83,第83章 贱金属杂...,125051051
84,第84章 核反应堆...,16558207932
85,第85章 电机、电...,45968707358
86,第86章 铁道及电...,43722758
87,第87章 车辆及其...,5107852474
88,第88章 航空器、...,722603714
89,第89章 船舶及浮...,29209265
90,第90章 光学、照...,6096549623
91,第91章 钟表及其...,317525514
92,第92章 乐器及其...,27798268
93,第93章 武器、弹...,110634
94,第94章 家具；寝...,187027960
95,第95章 玩具、游...,192930924
96,第96章 杂项制品,92642129
97,第97章 艺术品、...,30685617
98,第98章 特殊交易...,1077204094
