商品编码,商品名称,美元
1,第1章 活动物,13786204
2,第2章 肉及食用...,1817885711
3,第3章 鱼、甲壳...,1381744879
4,第4章 乳品；蛋...,632227353
5,第5章 其他动物...,132905295
6,第6章 活树及其...,18434473
7,第7章 食用蔬菜...,242477509
8,第8章 食用水果...,1646960180
9,第9章 咖啡、茶...,276540763
10,第10章 谷物,1759470322
11,第11章 制粉工业...,226633306
12,第12章 含油子仁...,5260386354
13,第13章 虫胶；树...,42703796
14,第14章 编结用植...,23938549
15,动、植物或微生物油、...,923718932
16,第16章 肉、鱼、...,40629728
17,第17章 糖及糖食,188105288
18,第18章 可可及可...,82611546
19,第19章 谷物、粮...,454512349
20,第20章 蔬菜、水...,187314630
21,第21章 杂项食品,637298039
22,第22章 饮料、酒...,533863433
23,第23章 食品工业...,647378689
24,第24章 烟草、烟...,342075029
25,第25章 盐；硫磺...,975721601
26,第26章 矿砂、矿...,20680217211
27,第27章 矿物燃料...,43259322548
28,第28章 无机化学...,1872100801
29,第29章 有机化学...,4005653226
30,第30章 药品,3833425821
31,第31章 肥料,334239728
32,第32章 鞣料浸膏...,466052884
33,第33章 精油及香...,1563359509
34,第34章 肥皂、有...,507341208
35,第35章 蛋白类物...,398472878
36,第36章 炸药；烟...,13676671
37,第37章 照相及电...,322254419
38,第38章 杂项化学...,2089959115
39,第39章 塑料及其...,5346857002
40,第40章 橡胶及其...,1320156727
41,第41章 生皮（毛...,304290978
42,第42章 皮革制品...,518826952
43,第43章 毛皮、人...,65618203
44,第44章 木及木制...,1846466673
45,第45章 软木及软...,2922185
46,第46章 稻草、秸...,3873086
47,第47章 木浆及其...,2074476117
48,第48章 纸及纸板...,616392082
49,第49章 书籍、报...,159380764
50,第50章 蚕丝,5565721
51,第51章 羊毛、动...,276917696
52,第52章 棉花,1055806871
53,第53章 其他植物...,161076932
54,第54章 化学纤维...,193861515
55,第55章 化学纤维...,116534699
56,第56章 絮胎、毡...,99150177
57,第57章 地毯及纺...,7892218
58,第58章 特种机织...,24982911
59,第59章 浸渍、涂...,121411453
60,第60章 针织物及...,61965611
61,第61章 针织或钩...,319177466
62,第62章 非针织或...,409896991
63,第63章 其他纺织...,28630850
64,第64章 鞋靴、护...,401561205
65,第65章 帽类及其...,21960178
66,第66章 雨伞、阳...,815529
67,第67章 已加工羽...,122579374
68,第68章 石料、石...,171149819
69,第69章 陶瓷产品,110951387
70,第70章 玻璃及其...,616732074
71,第71章 天然或养...,11664921165
72,第72章 钢铁,2846136590
73,第73章 钢铁制品,823805138
74,第74章 铜及其制...,5910975518
75,第75章 镍及其制...,1033028101
76,第76章 铝及其制...,1476515105
78,第78章 铅及其制...,8338267
79,第79章 锌及其制...,139537232
80,第80章 锡及其制...,30980446
81,第81章 其他贱金...,398659041
82,第82章 贱金属工...,254196266
83,第83章 贱金属杂...,154835978
84,第84章 核反应堆...,18664576219
85,第85章 电机、电...,47875406983
86,第86章 铁道及电...,48514405
87,第87章 车辆及其...,4821260396
88,第88章 航空器、...,1113949159
89,第89章 船舶及浮...,11328125
90,第90章 光学、照...,6525040409
91,第91章 钟表及其...,261827217
92,第92章 乐器及其...,34619214
93,第93章 武器、弹...,491804
94,第94章 家具；寝...,184817473
95,第95章 玩具、游...,207086484
96,第96章 杂项制品,107902989
97,第97章 艺术品、...,94237861
98,第98章 特殊交易...,791177846
